County,FileNumber,ProviderName,Available,Available Capacity,Bed Census,Total Staffed Bed Capacity
HILLSBOROUGH,100143,KINDRED HOSPITAL-CENTRAL TAMPA,12,0.131868132,79,91
HILLSBOROUGH,100173,ADVENTHEALTH TAMPA,176,0.341085271,340,516
HILLSBOROUGH,100206,MEMORIAL HOSPITAL OF TAMPA,19,0.158333333,101,120
HILLSBOROUGH,100243,BRANDON REGIONAL HOSPITAL,124,0.266094421,342,466
HILLSBOROUGH,100255,TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA,7,0.225806452,24,31
HILLSBOROUGH,100259,SOUTH BAY HOSPITAL,55,0.436507937,71,126
HILLSBOROUGH,110009,H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL,77,0.261016949,218,295
HILLSBOROUGH,23960100,ST JOSEPHS HOSPITAL NORTH,40,0.300751880,93,133
HILLSBOROUGH,23960105,ST JOSEPHS HOSPITAL SOUTH,43,0.248554913,130,173
HILLSBOROUGH,23960113,ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER,2,0.033333333,58,60
HOLMES,100078,DOCTORS MEMORIAL HOSPITAL,6,0.3,14,20
INDIAN RIVER,100105,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,98,0.318181818,210,308
INDIAN RIVER,100217,STEWARD SEBASTIAN RIVER MEDICAL CENTER,6,0.077922078,71,77
INDIAN RIVER,110017,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST,20,0.307692308,45,65
JACKSON,100138,CAMPBELLTON-GRACEVILLE HOSPITAL,0,0,0,0
JACKSON,100142,JACKSON HOSPITAL,40,0.430107527,53,93
LAKE,100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,28,0.148148148,161,189
LAKE,100057,ADVENTHEALTH WATERMAN,125,0.416666667,175,300
LAKE,100084,UF HEALTH LEESBURG HOSPITAL INC,113,0.342424242,217,330
LAKE,100214,UF HEALTH LEESBURG SENIOR BEHAVIORAL HEALTH CENTER,16,0.761904762,5,21
LAKE,104018,LIFESTREAM BEHAVIORAL CENTER,12,0.260869565,34,46
LEE,100012,LEE MEMORIAL HOSPITAL,67,0.216828479,242,309
LEE,100107,LEHIGH REGIONAL MEDICAL CENTER,10,0.227272727,34,44
LEE,100220,GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM,131,0.243947858,406,537
LEE,100244,CAPE CORAL HOSPITAL,38,0.131944444,250,288
LEE,120005,HEALTHPARK MEDICAL CENTER,134,0.297777778,316,450
LEE,23960103,PARK ROYAL HOSPITAL,26,0.228070175,88,114
LEE,23960107,SELECT SPECIALTY HOSPITAL-FORT MYERS,20,0.333333333,40,60
LEON,100135,TALLAHASSEE MEMORIAL HOSPITAL,96,0.209606987,362,458
LEON,100254,CAPITAL REGIONAL MEDICAL CENTER,68,0.259541985,194,262
LEON,110021,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAHASSEE,22,0.4,33,55
LEON,110044,EASTSIDE PSYCHIATRIC HOSPITAL,10,0.434782609,13,23
LEON,23960059,SELECT SPECIALTY HOSPITAL - TALLAHASSEE,15,0.3125,33,48
MADISON,100004,MADISON COUNTY MEMORIAL HOSPITAL,8,0.533333333,7,15
MANATEE,100035,MANATEE MEMORIAL HOSPITAL,29,0.104693141,248,277
MANATEE,100213,BLAKE MEDICAL CENTER,57,0.212686567,211,268
MANATEE,110028,CENTERSTONE OF FLORIDA,10,0.270270270,27,37
MANATEE,110049,SUNCOAST BEHAVIORAL HEALTH CENTER,33,0.55,27,60
MANATEE,23960046,LAKEWOOD RANCH MEDICAL CENTER,39,0.342105263,75,114
MARION,100062,ADVENTHEALTH OCALA,11,0.044354839,237,248
MARION,100212,OCALA REGIONAL MEDICAL CENTER,27,0.10546875,229,256
MARION,23960039,WEST MARION COMMUNITY HOSPITAL,21,0.112903226,165,186
MARION,23960060,KINDRED HOSPITAL OCALA,8,0.444444444,10,18
MARION,23960073,THE VINES HOSPITAL,37,0.377551020,61,98
MARION,23960109,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA,34,0.425,46,80
MARTIN,100044,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,60,0.342857143,115,175
MARTIN,120009,CLEVELAND CLINIC MARTIN SOUTH HOSPITAL,35,0.360824742,62,97
MARTIN,23960112,ENCOMPASS HEALTH REHAB HOSPITAL AN AFFILIATE OF MARTIN HEALTH,17,0.2125,63,80
MARTIN,23960125,CORAL SHORES BEHAVIORAL HEALTH,55,0.6875,25,80
MIAMI-DADE,100008,BAPTIST HOSPITAL OF MIAMI,236,0.307692308,531,767
MIAMI-DADE,100009,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-UHEALTH TOWER,234,0.457925636,277,511
MIAMI-DADE,100020,DOCTORS HOSPITAL,46,0.343283582,88,134
MIAMI-DADE,100022,JACKSON MEMORIAL HOSPITAL,406,0.244137102,"1,257","1,663"
MIAMI-DADE,100029,NORTH SHORE MEDICAL CENTER,102,0.404761905,150,252
MIAMI-DADE,100034,MOUNT SINAI MEDICAL CENTER,207,0.379120879,339,546
MIAMI-DADE,100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,110,0.639534884,62,172
MIAMI-DADE,100053,HIALEAH HOSPITAL,109,0.432539683,143,252
MIAMI-DADE,100061,"MERCY HOSPITAL, A CAMPUS OF PLANTATION GENERAL HOSPITAL",203,0.462414579,236,439
MIAMI-DADE,100076,VARIETY CHILDREN'S HOSPITAL,0,0,0,0
MIAMI-DADE,100079,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE,20,0.5,20,40
MIAMI-DADE,100114,JACKSON NORTH MEDICAL CENTER,47,0.177358491,218,265
MIAMI-DADE,100125,HOMESTEAD HOSPITAL,22,0.141935484,133,155
MIAMI-DADE,100131,AVENTURA HOSPITAL AND MEDICAL CENTER,55,0.140664962,336,391
MIAMI-DADE,100152,KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,2,0.036363636,53,55
MIAMI-DADE,100154,SOUTH MIAMI HOSPITAL,132,0.295964126,314,446
MIAMI-DADE,100165,WESTCHESTER GENERAL HOSPITAL,9,0.092783505,88,97
MIAMI-DADE,100181,LARKIN COMMUNITY HOSPITAL,47,0.412280702,67,114
MIAMI-DADE,100183,CORAL GABLES HOSPITAL,52,0.409448819,75,127
MIAMI-DADE,100187,PALMETTO GENERAL HOSPITAL,260,0.517928287,242,502
MIAMI-DADE,100197,DOUGLAS GARDENS HOSPITAL,30,0.9375,2,32
MIAMI-DADE,100208,JACKSON SOUTH MEDICAL CENTER,53,0.236607143,171,224
MIAMI-DADE,100209,KENDALL REGIONAL MEDICAL CENTER,115,0.260180995,327,442
MIAMI-DADE,100240,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-BASCOM PALMER EYE INST,0,0,0,0
MIAMI-DADE,103004,ST CATHERINE'S REHABILITATION HOSPITAL,17,0.772727273,5,22
MIAMI-DADE,103038,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI,20,0.333333333,40,60
MIAMI-DADE,110040,SOUTHERN WINDS,22,0.305555556,50,72
MIAMI-DADE,110041,WEST GABLES REHABILITATION HOSPITAL,5,0.083333333,55,60
MIAMI-DADE,110199,NICKLAUS CHILDREN'S HOSPITAL,121,0.465384615,139,260
MIAMI-DADE,120014,SOUTH FLORIDA EVALUATION AND TREATMENT CENTER,0,0,192,192
MIAMI-DADE,23960028,SELECT SPECIALTY HOSPITAL-MIAMI,11,0.234042553,36,47
MIAMI-DADE,23960064,WEST KENDALL BAPTIST HOSPITAL,19,0.122580645,136,155
MIAMI-DADE,23960094,SELECT SPECIALTY HOSPITAL-MIAMI LAKES,0,0,60,60
MIAMI-DADE,23960097,ST CATHERINE'S WEST REHABILITATION HOSPITAL,19,0.475,21,40
MONROE,100024,FISHERMEN'S COMMUNITY HOSPITAL,5,0.555555556,4,9
MONROE,100150,DEPOO HOSPITAL,36,0.8,9,45
MONROE,100160,MARINERS HOSPITAL,21,0.512195122,20,41
MONROE,100195,LOWER KEYS MEDICAL CENTER,52,0.712328767,21,73
NASSAU,100140,BAPTIST MEDICAL CENTER NASSAU,45,0.661764706,23,68
OKALOOSA,100054,TWIN CITIES HOSPITAL,20,0.465116279,23,43
OKALOOSA,100122,NORTH OKALOOSA MEDICAL CENTER,56,0.509090909,54,110
OKALOOSA,100223,FORT WALTON BEACH MEDICAL CENTER,39,0.164556962,198,237
OKALOOSA,111520,GULF COAST TREATMENT CENTER,0,0,28,28
OKALOOSA,23960106,"REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE",17,0.566666667,13,30
OKEECHOBEE,100252,RAULERSON HOSPITAL,60,0.6,40,100
ORANGE,100006,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,242,0.252346194,717,959
ORANGE,100007,ADVENTHEALTH ORLANDO,487,0.357038123,877,"1,364"
ORANGE,100021,ADVENTHEALTH EAST ORLANDO,67,0.227118644,228,295
ORANGE,100030,ORLANDO HEALTH - HEALTH CENTRAL HOSPITAL,32,0.195121951,132,164
ORANGE,100129,ASPIRE HEALTH PARTNERS,25,0.446428571,31,56
ORANGE,100162,ADVENTHEALTH WINTER PARK,237,0.561611374,185,422
ORANGE,110047,UNIVERSITY BEHAVIORAL CENTER,29,0.247863248,88,117
ORANGE,110051,LA AMISTAD RESIDENTIAL TREATMENT CENTER,0,0,19,19
ORANGE,120001,ARNOLD PALMER MEDICAL CENTER,189,0.417218543,264,453
ORANGE,120002,ORLANDO HEALTH DR P PHILLIPS HOSPITAL,4,0.019047619,206,210
ORANGE,120003,ADVENTHEALTH APOPKA,34,0.283333333,86,120
ORANGE,23960043,SELECT SPECIALTY HOSPITAL - ORLANDO (NORTH CAMPUS),4,0.114285714,31,35
ORANGE,23960068,SELECT SPECIALTY HOSPITAL - ORLANDO (SOUTH CAMPUS),0,0,63,63
ORANGE,23960083,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,0,0,130,130
ORANGE,23960096,NEMOURS CHILDREN'S HOSPITAL,41,0.398058252,62,103
OSCEOLA,100074,ORLANDO HEALTH ST CLOUD HOSPITAL,40,0.430107527,53,93
OSCEOLA,100089,ADVENTHEALTH KISSIMMEE,49,0.302469136,113,162
OSCEOLA,100110,OSCEOLA REGIONAL MEDICAL CENTER,107,0.250585480,320,427
OSCEOLA,23960017,ADVENTHEALTH CELEBRATION,144,0.451410658,175,319
OSCEOLA,23960111,POINCIANA MEDICAL CENTER,24,0.315789474,52,76
OSCEOLA,23960129,BLACKBERRY CENTER,8,0.125,56,64
PALM BEACH,100002,BETHESDA HOSPITAL EAST,130,0.334190231,259,389
PALM BEACH,100010,ST MARY'S MEDICAL CENTER,202,0.4,303,505
PALM BEACH,100080,JFK MEDICAL CENTER,163,0.329959514,331,494
PALM BEACH,100130,LAKESIDE MEDICAL CENTER,40,0.571428571,30,70
PALM BEACH,100168,BOCA RATON REGIONAL HOSPITAL,137,0.365333333,238,375
PALM BEACH,100176,PALM BEACH GARDENS MEDICAL CENTER,51,0.256281407,148,199
PALM BEACH,100234,JFK MEDICAL CENTER NORTH CAMPUS,106,0.456896552,126,232
PALM BEACH,100253,JUPITER MEDICAL CENTER,100,0.413223140,142,242
PALM BEACH,100258,DELRAY MEDICAL CENTER,79,0.207349081,302,381
PALM BEACH,104008,THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH INC,0,0,0,0
PALM BEACH,110006,PALMS WEST HOSPITAL,36,0.176470588,168,204
PALM BEACH,110008,WEST BOCA MEDICAL CENTER,129,0.597222222,87,216
PALM BEACH,110010,WELLINGTON REGIONAL MEDICAL CENTER,29,0.136792453,183,212
PALM BEACH,110403,GOOD SAMARITAN MEDICAL CENTER,12,0.079470199,139,151
PALM BEACH,23960072,SELECT SPECIALTY HOSPITAL- PALM BEACH,4,0.066666667,56,60
PALM BEACH,23960074,KINDRED HOSPITAL THE PALM BEACHES,22,0.314285714,48,70
PALM BEACH,23960098,BETHESDA HOSPITAL WEST,26,0.325,54,80
PASCO,100046,ADVENTHEALTH ZEPHYRHILLS,13,0.084415584,141,154
PASCO,100063,MORTON PLANT NORTH BAY HOSPITAL,24,0.154838710,131,155
PASCO,100191,MEDICAL CENTER OF TRINITY,154,0.501628664,153,307
PASCO,100211,ADVENTHEALTH DADE CITY,10,0.107526882,83,93
PASCO,100256,REGIONAL MEDICAL CENTER BAYONET POINT,61,0.210344828,229,290
PASCO,23960082,ADVENTHEALTH CONNERTON,7,0.107692308,58,65
PASCO,23960099,ADVENTHEALTH WESLEY CHAPEL,25,0.225225225,86,111
PASCO,23960102,MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,9,0.147540984,52,61
PASCO,23960110,MEDICAL CENTER OF TRINITY WEST PASCO CAMPUS,33,0.532258065,29,62
PASCO,23960114,NORTH TAMPA BEHAVIORAL HEALTH,65,0.515873016,61,126
PINELLAS,100015,LARGO MEDICAL CENTER - INDIAN ROCKS,21,0.228260870,71,92
PINELLAS,100032,BAYFRONT HEALTH ST PETERSBURG,212,0.508393285,205,417
PINELLAS,100043,MEASE DUNEDIN HOSPITAL,34,0.213836478,125,159
PINELLAS,100055,ADVENTHEALTH NORTH PINELLAS,29,0.25,87,116
PINELLAS,100067,ST ANTHONYS HOSPITAL,98,0.259259259,280,378
PINELLAS,100126,PALMS OF PASADENA HOSPITAL,217,0.791970803,57,274
PINELLAS,100127,MORTON PLANT HOSPITAL,70,0.162037037,362,432
PINELLAS,100180,ST PETERSBURG GENERAL HOSPITAL,68,0.571428571,51,119
PINELLAS,100238,NORTHSIDE HOSPITAL,110,0.445344130,137,247
PINELLAS,100248,LARGO MEDICAL CENTER,130,0.436241611,168,298
PINELLAS,100250,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,30,0.202702703,118,148
PINELLAS,104017,WINDMOOR HEALTHCARE OF CLEARWATER,53,0.5,53,106
PINELLAS,110001,MEASE COUNTRYSIDE HOSPITAL,46,0.178294574,212,258
PINELLAS,110045,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LARGO,2,0.029850746,65,67
PINELLAS,23960011,KINDRED HOSPITAL-BAY AREA-ST PETERSBURG,39,0.433333333,51,90
PINELLAS,23960085,BAYCARE ALLIANT HOSPITAL,18,0.375,30,48
POLK,100052,WINTER HAVEN HOSPITAL,87,0.258928571,249,336
POLK,100099,ADVENTHEALTH LAKE WALES,103,0.64375,57,160
POLK,100121,BARTOW REGIONAL MEDICAL CENTER,29,0.408450704,42,71
POLK,100137,ADVENTHEALTH HEART OF FLORIDA,95,0.5,95,190
POLK,100157,LAKELAND REGIONAL MEDICAL CENTER,225,0.252525253,666,891
POLK,120010,WINTER HAVEN WOMEN'S HOSPITAL,21,0.477272727,23,44
PUTNAM,100232,PUTNAM COMMUNITY MEDICAL CENTER,38,0.452380952,46,84
SANTA ROSA,100048,JAY HOSPITAL,14,0.666666667,7,21
SANTA ROSA,100124,SANTA ROSA MEDICAL CENTER,85,0.674603175,41,126
SANTA ROSA,104027,WEST FLORIDA COMMUNITY CARE CENTER,100,1,0,100
SANTA ROSA,110003,GULF BREEZE HOSPITAL,28,0.311111111,62,90
SARASOTA,100087,SARASOTA MEMORIAL HOSPITAL,29,0.044615385,621,650
SARASOTA,100166,DOCTORS HOSPITAL OF SARASOTA,34,0.232876712,112,146
SARASOTA,110004,ENGLEWOOD COMMUNITY HOSPITAL,11,0.211538462,41,52
SARASOTA,110013,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SARASOTA,5,0.052631579,90,95
SARASOTA,23960049,PAM SPECIALTY HOSPITAL OF SARASOTA,2,0.05,38,40
SEMINOLE,100161,CENTRAL FLORIDA REGIONAL HOSPITAL,78,0.375,130,208
SEMINOLE,100263,ORLANDO HEALTH SOUTH SEMINOLE HOSPITAL,54,0.278350515,140,194
SEMINOLE,120004,ADVENTHEALTH ALTAMONTE SPRINGS,160,0.407124682,233,393
SEMINOLE,23960115,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,8,0.114285714,62,70
SEMINOLE,23960121,OVIEDO MEDICAL CENTER,8,0.125,56,64
ST. JOHNS,100219,FLAGLER HOSPITAL,160,0.483383686,171,331
ST. LUCIE,100246,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,84,0.214285714,308,392
ST. LUCIE,100260,ST LUCIE MEDICAL CENTER,55,0.265700483,152,207
ST. LUCIE,110022,PORT ST LUCIE HOSPITAL,13,0.173333333,62,75
ST. LUCIE,23960108,CLEVELAND CLINIC TRADITION HOSPITAL,27,0.152542373,150,177
SUMTER,23960032,UF HEALTH THE VILLAGES HOSPITAL,98,0.319218241,209,307
SUMTER,23960086,SELECT SPECIALTY HOSPITAL-THE VILLAGES INC,2,0.05,38,40
SUWANNEE,100146,LAKE CITY MEDICAL CENTER SUWANNEE CAMPUS,0,0,0,0
TAYLOR,100106,DOCTORS' MEMORIAL HOSPITAL,8,0.666666667,4,12
UNION,100241,LAKE BUTLER HOSPITAL,18,0.72,7,25
UNION,110183,RECEPTION AND MEDICAL CENTER HOSPITAL,12,0.24,38,50
VOLUSIA,100014,ADVENTHEALTH NEW SMYRNA BEACH,39,0.357798165,70,109
VOLUSIA,100017,HALIFAX HEALTH MEDICAL CENTER,227,0.423507463,309,536
VOLUSIA,100045,ADVENTHEALTH DELAND,56,0.341463415,108,164
VOLUSIA,100072,ADVENTHEALTH FISH MEMORIAL,40,0.215053763,146,186
VOLUSIA,100169,ADVENTHEALTH DAYTONA BEACH,116,0.306068602,263,379
VOLUSIA,110016,HALIFAX PSYCHIATRIC CENTER-NORTH,29,0.90625,3,32
VOLUSIA,23960051,HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE,42,0.506024096,41,83
VOLUSIA,23960120,SELECT SPECIALTY HOSPITAL - DAYTONA BEACH,4,0.111111111,32,36
VOLUSIA,23960152,HALIFAX HEALTH UF HEALTH MEDICAL CENTER OF DELTONA,24,0.571428571,18,42
WALTON,100081,HEALTHMARK REGIONAL MEDICAL CENTER,9,0.818181818,2,11
WALTON,23960041,ASCENSION SACRED HEART EMERALD COAST,65,0.625,39,104
WASHINGTON,100147,NORTHWEST FLORIDA COMMUNITY HOSPITAL,19,0.322033898,40,59
