County,FileNumber,Measure Names,ProviderName,Measure Values
BROWARD,100038,Available,MEMORIAL REGIONAL HOSPITAL,156
BROWARD,100038,Available Capacity,MEMORIAL REGIONAL HOSPITAL,0.180974478
BROWARD,100038,Total Staffed Bed Capacity,MEMORIAL REGIONAL HOSPITAL,862
BROWARD,100039,Bed Census,BROWARD HEALTH MEDICAL CENTER,382
BROWARD,100039,Available,BROWARD HEALTH MEDICAL CENTER,23
BROWARD,100039,Available Capacity,BROWARD HEALTH MEDICAL CENTER,0.056790123
BROWARD,100039,Total Staffed Bed Capacity,BROWARD HEALTH MEDICAL CENTER,405
BROWARD,100042,Bed Census,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,69
BROWARD,100042,Available,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,50
BROWARD,100042,Available Capacity,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,0.420168067
BROWARD,100042,Total Staffed Bed Capacity,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,119
BROWARD,100056,Bed Census,CLEVELAND CLINIC HOSPITAL,217
BROWARD,100056,Available,CLEVELAND CLINIC HOSPITAL,13
BROWARD,100056,Available Capacity,CLEVELAND CLINIC HOSPITAL,0.056521739
BROWARD,100056,Total Staffed Bed Capacity,CLEVELAND CLINIC HOSPITAL,230
BROWARD,100073,Bed Census,HOLY CROSS HOSPITAL,224
BROWARD,100073,Available,HOLY CROSS HOSPITAL,124
BROWARD,100073,Available Capacity,HOLY CROSS HOSPITAL,0.356321839
BROWARD,100073,Total Staffed Bed Capacity,HOLY CROSS HOSPITAL,348
BROWARD,100086,Bed Census,BROWARD HEALTH NORTH,240
BROWARD,100086,Available,BROWARD HEALTH NORTH,16
BROWARD,100086,Available Capacity,BROWARD HEALTH NORTH,0.0625
BROWARD,100086,Total Staffed Bed Capacity,BROWARD HEALTH NORTH,256
BROWARD,100120,Bed Census,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,41
BROWARD,100120,Available,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,23
BROWARD,100120,Available Capacity,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,0.359375
BROWARD,100120,Total Staffed Bed Capacity,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,64
BROWARD,100167,Bed Census,PLANTATION GENERAL HOSPITAL,139
BROWARD,100167,Available,PLANTATION GENERAL HOSPITAL,101
BROWARD,100167,Available Capacity,PLANTATION GENERAL HOSPITAL,0.420833333
BROWARD,100167,Total Staffed Bed Capacity,PLANTATION GENERAL HOSPITAL,240
BROWARD,100189,Bed Census,NORTHWEST MEDICAL CENTER,220
BROWARD,100189,Available,NORTHWEST MEDICAL CENTER,70
BROWARD,100189,Available Capacity,NORTHWEST MEDICAL CENTER,0.241379310
BROWARD,100189,Total Staffed Bed Capacity,NORTHWEST MEDICAL CENTER,290
BROWARD,100200,Bed Census,BROWARD HEALTH IMPERIAL POINT,122
BROWARD,100200,Available,BROWARD HEALTH IMPERIAL POINT,17
BROWARD,100200,Available Capacity,BROWARD HEALTH IMPERIAL POINT,0.122302158
BROWARD,100200,Total Staffed Bed Capacity,BROWARD HEALTH IMPERIAL POINT,139
BROWARD,100210,Bed Census,FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE,151
BROWARD,100210,Available,FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE,48
BROWARD,100210,Available Capacity,FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE,0.241206030
BROWARD,100210,Total Staffed Bed Capacity,FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE,199
BROWARD,100224,Bed Census,UNIVERSITY HOSPITAL AND MEDICAL CENTER,161
BROWARD,100224,Available,UNIVERSITY HOSPITAL AND MEDICAL CENTER,156
BROWARD,100224,Available Capacity,UNIVERSITY HOSPITAL AND MEDICAL CENTER,0.492113565
BROWARD,100224,Total Staffed Bed Capacity,UNIVERSITY HOSPITAL AND MEDICAL CENTER,317
BROWARD,100225,Bed Census,MEMORIAL REGIONAL HOSPITAL SOUTH,103
BROWARD,100225,Available,MEMORIAL REGIONAL HOSPITAL SOUTH,16
BROWARD,100225,Available Capacity,MEMORIAL REGIONAL HOSPITAL SOUTH,0.134453782
BROWARD,100225,Total Staffed Bed Capacity,MEMORIAL REGIONAL HOSPITAL SOUTH,119
BROWARD,100228,Bed Census,WESTSIDE REGIONAL MEDICAL CENTER,208
BROWARD,100228,Available,WESTSIDE REGIONAL MEDICAL CENTER,42
BROWARD,100228,Available Capacity,WESTSIDE REGIONAL MEDICAL CENTER,0.168
BROWARD,100228,Total Staffed Bed Capacity,WESTSIDE REGIONAL MEDICAL CENTER,250
BROWARD,100230,Bed Census,MEMORIAL HOSPITAL PEMBROKE,127
BROWARD,100230,Available,MEMORIAL HOSPITAL PEMBROKE,18
BROWARD,100230,Available Capacity,MEMORIAL HOSPITAL PEMBROKE,0.124137931
BROWARD,100230,Total Staffed Bed Capacity,MEMORIAL HOSPITAL PEMBROKE,145
BROWARD,103027,Bed Census,ST ANTHONY'S REHABILITATION HOSPITAL,12
BROWARD,103027,Available,ST ANTHONY'S REHABILITATION HOSPITAL,14
BROWARD,103027,Available Capacity,ST ANTHONY'S REHABILITATION HOSPITAL,0.538461538
BROWARD,103027,Total Staffed Bed Capacity,ST ANTHONY'S REHABILITATION HOSPITAL,26
BROWARD,103028,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE,90
BROWARD,103028,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE,20
BROWARD,103028,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE,0.181818182
BROWARD,103028,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE,110
BROWARD,104001,Bed Census,SOUTH FLORIDA STATE HOSPITAL,300
BROWARD,104001,Available,SOUTH FLORIDA STATE HOSPITAL,0
BROWARD,104001,Available Capacity,SOUTH FLORIDA STATE HOSPITAL,0
BROWARD,104001,Total Staffed Bed Capacity,SOUTH FLORIDA STATE HOSPITAL,300
BROWARD,104015,Bed Census,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,33
BROWARD,104015,Available,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,17
BROWARD,104015,Available Capacity,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,0.34
BROWARD,104015,Total Staffed Bed Capacity,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,50
BROWARD,104026,Bed Census,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,92
BROWARD,104026,Available,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,0
BROWARD,104026,Available Capacity,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,0
BROWARD,104026,Total Staffed Bed Capacity,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,92
BROWARD,110019,Bed Census,BROWARD HEALTH CORAL SPRINGS,169
BROWARD,110019,Available,BROWARD HEALTH CORAL SPRINGS,12
BROWARD,110019,Available Capacity,BROWARD HEALTH CORAL SPRINGS,0.066298343
BROWARD,110019,Total Staffed Bed Capacity,BROWARD HEALTH CORAL SPRINGS,181
BROWARD,111527,Bed Census,MEMORIAL HOSPITAL WEST,356
BROWARD,111527,Available,MEMORIAL HOSPITAL WEST,26
BROWARD,111527,Available Capacity,MEMORIAL HOSPITAL WEST,0.068062827
BROWARD,111527,Total Staffed Bed Capacity,MEMORIAL HOSPITAL WEST,382
BROWARD,23960050,Bed Census,MEMORIAL HOSPITAL MIRAMAR,119
BROWARD,23960050,Available,MEMORIAL HOSPITAL MIRAMAR,59
BROWARD,23960050,Available Capacity,MEMORIAL HOSPITAL MIRAMAR,0.331460674
BROWARD,23960050,Total Staffed Bed Capacity,MEMORIAL HOSPITAL MIRAMAR,178
CALHOUN,100112,Bed Census,CALHOUN-LIBERTY HOSPITAL,8
CALHOUN,100112,Available,CALHOUN-LIBERTY HOSPITAL,2
CALHOUN,100112,Available Capacity,CALHOUN-LIBERTY HOSPITAL,0.2
CALHOUN,100112,Total Staffed Bed Capacity,CALHOUN-LIBERTY HOSPITAL,10
CHARLOTTE,100047,Bed Census,BAYFRONT HEALTH PUNTA GORDA,111
CHARLOTTE,100047,Available,BAYFRONT HEALTH PUNTA GORDA,24
CHARLOTTE,100047,Available Capacity,BAYFRONT HEALTH PUNTA GORDA,0.177777778
CHARLOTTE,100047,Total Staffed Bed Capacity,BAYFRONT HEALTH PUNTA GORDA,135
CHARLOTTE,100077,Bed Census,BAYFRONT HEALTH PORT CHARLOTTE,179
CHARLOTTE,100077,Available,BAYFRONT HEALTH PORT CHARLOTTE,57
CHARLOTTE,100077,Available Capacity,BAYFRONT HEALTH PORT CHARLOTTE,0.241525424
CHARLOTTE,100077,Total Staffed Bed Capacity,BAYFRONT HEALTH PORT CHARLOTTE,236
CHARLOTTE,100236,Bed Census,FAWCETT MEMORIAL HOSPITAL,186
CHARLOTTE,100236,Available,FAWCETT MEMORIAL HOSPITAL,67
CHARLOTTE,100236,Available Capacity,FAWCETT MEMORIAL HOSPITAL,0.264822134
CHARLOTTE,100236,Total Staffed Bed Capacity,FAWCETT MEMORIAL HOSPITAL,253
CITRUS,100023,Bed Census,CITRUS MEMORIAL HOSPITAL,153
CITRUS,100023,Available,CITRUS MEMORIAL HOSPITAL,51
CITRUS,100023,Available Capacity,CITRUS MEMORIAL HOSPITAL,0.25
CITRUS,100023,Total Staffed Bed Capacity,CITRUS MEMORIAL HOSPITAL,204
CITRUS,100249,Bed Census,BAYFRONT HEALTH SEVEN RIVERS,93
CITRUS,100249,Available,BAYFRONT HEALTH SEVEN RIVERS,9
CITRUS,100249,Available Capacity,BAYFRONT HEALTH SEVEN RIVERS,0.088235294
CITRUS,100249,Total Staffed Bed Capacity,BAYFRONT HEALTH SEVEN RIVERS,102
CLAY,100016,Bed Census,KINDRED HOSPITAL-NORTH FLORIDA,45
CLAY,100016,Available,KINDRED HOSPITAL-NORTH FLORIDA,28
CLAY,100016,Available Capacity,KINDRED HOSPITAL-NORTH FLORIDA,0.383561644
CLAY,100016,Total Staffed Bed Capacity,KINDRED HOSPITAL-NORTH FLORIDA,73
CLAY,100226,Bed Census,ORANGE PARK MEDICAL CENTER,316
CLAY,100226,Available,ORANGE PARK MEDICAL CENTER,37
CLAY,100226,Available Capacity,ORANGE PARK MEDICAL CENTER,0.104815864
CLAY,100226,Total Staffed Bed Capacity,ORANGE PARK MEDICAL CENTER,353
CLAY,23960117,Bed Census,ASCENSION ST VINCENT'S CLAY COUNTY,110
CLAY,23960117,Available,ASCENSION ST VINCENT'S CLAY COUNTY,31
CLAY,23960117,Available Capacity,ASCENSION ST VINCENT'S CLAY COUNTY,0.219858156
CLAY,23960117,Total Staffed Bed Capacity,ASCENSION ST VINCENT'S CLAY COUNTY,141
COLLIER,100018,Bed Census,NAPLES COMMUNITY HOSPITAL,264
COLLIER,100018,Available,NAPLES COMMUNITY HOSPITAL,20
COLLIER,100018,Available Capacity,NAPLES COMMUNITY HOSPITAL,0.070422535
COLLIER,100018,Total Staffed Bed Capacity,NAPLES COMMUNITY HOSPITAL,284
COLLIER,110043,Bed Census,"WILLOUGH AT NAPLES, THE",58
COLLIER,110043,Available,"WILLOUGH AT NAPLES, THE",29
COLLIER,110043,Available Capacity,"WILLOUGH AT NAPLES, THE",0.333333333
COLLIER,110043,Total Staffed Bed Capacity,"WILLOUGH AT NAPLES, THE",87
COLLIER,120006,Bed Census,NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS,197
COLLIER,120006,Available,NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS,41
COLLIER,120006,Available Capacity,NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS,0.172268908
COLLIER,120006,Total Staffed Bed Capacity,NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS,238
COLLIER,23960025,Bed Census,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,107
COLLIER,23960025,Available,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,2
COLLIER,23960025,Available Capacity,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,0.018348624
COLLIER,23960025,Total Staffed Bed Capacity,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,109
COLLIER,23960057,Bed Census,PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER,72
COLLIER,23960057,Available,PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER,28
COLLIER,23960057,Available Capacity,PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER,0.28
COLLIER,23960057,Total Staffed Bed Capacity,PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER,100
COLLIER,23960116,Bed Census,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,28
COLLIER,23960116,Available,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,22
COLLIER,23960116,Available Capacity,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,0.44
COLLIER,23960116,Total Staffed Bed Capacity,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,50
COLUMBIA,100156,Bed Census,LAKE CITY MEDICAL CENTER,99
COLUMBIA,100156,Available,LAKE CITY MEDICAL CENTER,0
COLUMBIA,100156,Available Capacity,LAKE CITY MEDICAL CENTER,0
COLUMBIA,100156,Total Staffed Bed Capacity,LAKE CITY MEDICAL CENTER,99
DESOTO,100175,Bed Census,DESOTO MEMORIAL HOSPITAL,19
DESOTO,100175,Available,DESOTO MEMORIAL HOSPITAL,36
DESOTO,100175,Available Capacity,DESOTO MEMORIAL HOSPITAL,0.654545455
DESOTO,100175,Total Staffed Bed Capacity,DESOTO MEMORIAL HOSPITAL,55
DUVAL,100001,Bed Census,UF HEALTH JACKSONVILLE,453
DUVAL,100001,Available,UF HEALTH JACKSONVILLE,150
DUVAL,100001,Available Capacity,UF HEALTH JACKSONVILLE,0.248756219
DUVAL,100001,Total Staffed Bed Capacity,UF HEALTH JACKSONVILLE,603
DUVAL,100040,Bed Census,ASCENSION ST VINCENT'S RIVERSIDE,294
DUVAL,100040,Available,ASCENSION ST VINCENT'S RIVERSIDE,208
DUVAL,100040,Available Capacity,ASCENSION ST VINCENT'S RIVERSIDE,0.414342629
DUVAL,100040,Total Staffed Bed Capacity,ASCENSION ST VINCENT'S RIVERSIDE,502
DUVAL,100088,Bed Census,BAPTIST MEDICAL CENTER JACKSONVILLE,386
DUVAL,100088,Available,BAPTIST MEDICAL CENTER JACKSONVILLE,40
DUVAL,100088,Available Capacity,BAPTIST MEDICAL CENTER JACKSONVILLE,0.093896714
DUVAL,100088,Total Staffed Bed Capacity,BAPTIST MEDICAL CENTER JACKSONVILLE,426
DUVAL,100117,Bed Census,BAPTIST MEDICAL CENTER - BEACHES,104
DUVAL,100117,Available,BAPTIST MEDICAL CENTER - BEACHES,46
DUVAL,100117,Available Capacity,BAPTIST MEDICAL CENTER - BEACHES,0.306666667
DUVAL,100117,Total Staffed Bed Capacity,BAPTIST MEDICAL CENTER - BEACHES,150
DUVAL,100151,Bed Census,MAYO CLINIC,302
DUVAL,100151,Available,MAYO CLINIC,5
DUVAL,100151,Available Capacity,MAYO CLINIC,0.016286645
DUVAL,100151,Total Staffed Bed Capacity,MAYO CLINIC,307
DUVAL,100179,Bed Census,MEMORIAL HOSPITAL JACKSONVILLE,349
DUVAL,100179,Available,MEMORIAL HOSPITAL JACKSONVILLE,153
DUVAL,100179,Available Capacity,MEMORIAL HOSPITAL JACKSONVILLE,0.304780876
DUVAL,100179,Total Staffed Bed Capacity,MEMORIAL HOSPITAL JACKSONVILLE,502
DUVAL,100184,Bed Census,BROOKS REHABILITATION HOSPITAL,138
DUVAL,100184,Available,BROOKS REHABILITATION HOSPITAL,1
DUVAL,100184,Available Capacity,BROOKS REHABILITATION HOSPITAL,0.007194245
DUVAL,100184,Total Staffed Bed Capacity,BROOKS REHABILITATION HOSPITAL,139
DUVAL,100196,Bed Census,CURAHEALTH JACKSONVILLE LLC,22
DUVAL,100196,Available,CURAHEALTH JACKSONVILLE LLC,2
DUVAL,100196,Available Capacity,CURAHEALTH JACKSONVILLE LLC,0.083333333
DUVAL,100196,Total Staffed Bed Capacity,CURAHEALTH JACKSONVILLE LLC,24
DUVAL,104016,Bed Census,RIVER POINT BEHAVIORAL HEALTH,48
DUVAL,104016,Available,RIVER POINT BEHAVIORAL HEALTH,36
DUVAL,104016,Available Capacity,RIVER POINT BEHAVIORAL HEALTH,0.428571429
DUVAL,104016,Total Staffed Bed Capacity,RIVER POINT BEHAVIORAL HEALTH,84
DUVAL,23960052,Bed Census,BAPTIST MEDICAL CENTER SOUTH,241
DUVAL,23960052,Available,BAPTIST MEDICAL CENTER SOUTH,60
DUVAL,23960052,Available Capacity,BAPTIST MEDICAL CENTER SOUTH,0.199335548
DUVAL,23960052,Total Staffed Bed Capacity,BAPTIST MEDICAL CENTER SOUTH,301
DUVAL,23960061,Bed Census,WEKIVA SPRINGS,86
DUVAL,23960061,Available,WEKIVA SPRINGS,59
DUVAL,23960061,Available Capacity,WEKIVA SPRINGS,0.406896552
DUVAL,23960061,Total Staffed Bed Capacity,WEKIVA SPRINGS,145
DUVAL,23960088,Bed Census,ASCENSION ST VINCENT'S SOUTHSIDE,117
DUVAL,23960088,Available,ASCENSION ST VINCENT'S SOUTHSIDE,138
DUVAL,23960088,Available Capacity,ASCENSION ST VINCENT'S SOUTHSIDE,0.541176471
DUVAL,23960088,Total Staffed Bed Capacity,ASCENSION ST VINCENT'S SOUTHSIDE,255
DUVAL,23960123,Bed Census,UF HEALTH NORTH,96
DUVAL,23960123,Available,UF HEALTH NORTH,1
DUVAL,23960123,Available Capacity,UF HEALTH NORTH,0.010309278
DUVAL,23960123,Total Staffed Bed Capacity,UF HEALTH NORTH,97
DUVAL,23960157,Bed Census,WOLFSON CHILDREN'S HOSPITAL,168
DUVAL,23960157,Available,WOLFSON CHILDREN'S HOSPITAL,31
DUVAL,23960157,Available Capacity,WOLFSON CHILDREN'S HOSPITAL,0.155778894
DUVAL,23960157,Total Staffed Bed Capacity,WOLFSON CHILDREN'S HOSPITAL,199
ESCAMBIA,100025,Bed Census,ASCENSION SACRED HEART PENSACOLA,389
ESCAMBIA,100025,Available,ASCENSION SACRED HEART PENSACOLA,152
ESCAMBIA,100025,Available Capacity,ASCENSION SACRED HEART PENSACOLA,0.280961183
ESCAMBIA,100025,Total Staffed Bed Capacity,ASCENSION SACRED HEART PENSACOLA,541
ESCAMBIA,100093,Bed Census,BAPTIST HOSPITAL,289
ESCAMBIA,100093,Available,BAPTIST HOSPITAL,137
ESCAMBIA,100093,Available Capacity,BAPTIST HOSPITAL,0.321596244
ESCAMBIA,100093,Total Staffed Bed Capacity,BAPTIST HOSPITAL,426
ESCAMBIA,100231,Bed Census,WEST FLORIDA HOSPITAL,308
